"image","exec_id","operation","timestamp","packet_size_bytes","service_owner","img_size_mb"
"bionic_ubuntu",3,"CREATE",2,464674,"nova",329
"bionic_ubuntu",3,"CREATE",3,401823,"nova",329
"bionic_ubuntu",3,"CREATE",4,441861,NA,329
"bionic_ubuntu",3,"CREATE",5,347104,"nova",329
"bionic_ubuntu",3,"CREATE",6,168483543,"nova",329
"bionic_ubuntu",3,"CREATE",7,178897601,"glance",329
"bionic_ubuntu",3,"CREATE",8,152652,NA,329
"bionic_ubuntu",3,"CREATE",9,489315,"neutron",329
"bionic_ubuntu",3,"CREATE",10,695064,"nova",329
"bionic_ubuntu",3,"CREATE",11,551558,"nova",329
"bionic_ubuntu",3,"CREATE",12,259270,NA,329
"bionic_ubuntu",3,"CREATE",13,296284,NA,329
"bionic_ubuntu",3,"CREATE",14,382794,"neutron",329
"bionic_ubuntu",3,"CREATE",15,259247,NA,329
"bionic_ubuntu",3,"CREATE",16,427448,"nova",329
"bionic_ubuntu",3,"CREATE",17,269682,NA,329
"bionic_ubuntu",3,"CREATE",18,497697,"nova",329
"bionic_ubuntu",3,"CREATE",19,327476,NA,329
"bionic_ubuntu",3,"CREATE",20,513874,"nova",329
"bionic_ubuntu",3,"CREATE",21,299336,"nova",329
"bionic_ubuntu",3,"CREATE",22,537828,"nova",329
"bionic_ubuntu",3,"CREATE",23,222192,"designate",329
"bionic_ubuntu",3,"CREATE",24,832952,"nova",329
"bionic_ubuntu",3,"CREATE",25,614836,"nova",329
"bionic_ubuntu",3,"CREATE",26,360052,"ceilometer",329
"bionic_ubuntu",3,"CREATE",27,264224,NA,329
"bionic_ubuntu",3,"RESUME",153,89617,NA,329
"bionic_ubuntu",3,"RESUME",154,744507,"nova",329
"bionic_ubuntu",3,"RESUME",155,433693,"neutron",329
"bionic_ubuntu",3,"RESUME",156,536665,"nova",329
"bionic_ubuntu",3,"SHELVE",285,11588,"nova",329
"bionic_ubuntu",3,"SHELVE",286,867915,"nova",329
"bionic_ubuntu",3,"SHELVE",287,588145,"nova",329
"bionic_ubuntu",3,"SHELVE",288,419832,"nova",329
"bionic_ubuntu",3,"SHELVE",289,377057,NA,329
"bionic_ubuntu",3,"SHELVE",290,285694,NA,329
"bionic_ubuntu",3,"SHELVE",291,402122,"nova",329
"bionic_ubuntu",3,"SHELVE",292,254303,NA,329
"bionic_ubuntu",3,"SHELVE",293,176259,"nova",329
"bionic_ubuntu",3,"SHELVE",294,14877,"nova",329
"bionic_ubuntu",3,"SHELVE",295,182010,"nova",329
"bionic_ubuntu",3,"SHELVE",296,42233,"nova",329
"bionic_ubuntu",3,"SHELVE",297,178014,NA,329
"bionic_ubuntu",3,"SHELVE",298,297001,"nova",329
"bionic_ubuntu",3,"SHELVE",299,392906,"neutron",329
"bionic_ubuntu",3,"SHELVE",300,206563,NA,329
"bionic_ubuntu",3,"SHELVE",301,30218,"nova",329
"bionic_ubuntu",3,"SHELVE",302,298188,NA,329
"bionic_ubuntu",3,"SHELVE",303,52374,"nova",329
"bionic_ubuntu",3,"SHELVE",304,229003,"nova",329
"bionic_ubuntu",3,"SHELVE",305,17976,"keystone",329
"bionic_ubuntu",3,"SHELVE",306,120034,"neutron",329
"bionic_ubuntu",3,"SHELVE",307,108611,"nova",329
"bionic_ubuntu",3,"SHELVE",308,118075,NA,329
"bionic_ubuntu",3,"SHELVE",309,229597,NA,329
"bionic_ubuntu",3,"SHELVE",310,27366,NA,329
"bionic_ubuntu",3,"SHELVE",311,164815,"nova",329
"bionic_ubuntu",3,"SHELVE",312,256512,NA,329
"bionic_ubuntu",3,"SHELVE",313,397982,NA,329
"bionic_ubuntu",3,"SHELVE",314,367603,"nova",329
"bionic_ubuntu",3,"SHELVE",315,155616995,"glance",329
"bionic_ubuntu",3,"SHELVE",316,180169704,"glance",329
"bionic_ubuntu",3,"SHELVE",317,192381788,"glance",329
"bionic_ubuntu",3,"SHELVE",318,192498608,"glance",329
"bionic_ubuntu",3,"SHELVE",319,177461729,"glance",329
"bionic_ubuntu",3,"SHELVE",320,173246004,"glance",329
"bionic_ubuntu",3,"SHELVE",321,45613435,"glance",329
"bionic_ubuntu",3,"SHELVE",322,938378,"neutron",329
"bionic_ubuntu",3,"SHELVE",323,450847,"nova",329
"bionic_ubuntu",3,"SHELVE",324,193974,NA,329
"bionic_ubuntu",3,"STOP",217,98791,"nova",329
"bionic_ubuntu",3,"STOP",218,695057,"nova",329
"bionic_ubuntu",3,"STOP",219,322932,NA,329
"bionic_ubuntu",3,"STOP",220,408531,NA,329
"bionic_ubuntu",3,"STOP",221,267704,"nova",329
"bionic_ubuntu",3,"STOP",222,387219,NA,329
"bionic_ubuntu",3,"STOP",223,277662,"neutron",329
"bionic_ubuntu",3,"STOP",224,384570,"magnum",329
"bionic_ubuntu",3,"STOP",225,293898,NA,329
"bionic_ubuntu",3,"SUSPEND",87,170881,"nova",329
"bionic_ubuntu",3,"SUSPEND",88,713154,"nova",329
"bionic_ubuntu",3,"SUSPEND",89,382243,NA,329
"bionic_ubuntu",3,"SUSPEND",90,389013,NA,329
"bionic_ubuntu",3,"SUSPEND",91,474158,"nova",329
"bionic_ubuntu",3,"SUSPEND",92,201607,NA,329
"bionic_ubuntu",3,"SUSPEND",93,341872,NA,329
"bionic_ubuntu",4,"CREATE",1,148390,NA,329
"bionic_ubuntu",4,"CREATE",2,487408,NA,329
"bionic_ubuntu",4,"CREATE",3,969941,"nova",329
"bionic_ubuntu",4,"CREATE",4,539718,"neutron",329
"bionic_ubuntu",4,"CREATE",5,703104,"nova",329
"bionic_ubuntu",4,"CREATE",6,56318452,"nova",329
"bionic_ubuntu",4,"CREATE",7,291466581,"glance",329
"bionic_ubuntu",4,"CREATE",8,419087,NA,329
"bionic_ubuntu",4,"CREATE",9,423868,"neutron",329
"bionic_ubuntu",4,"CREATE",10,965068,"nova",329
"bionic_ubuntu",4,"CREATE",11,794924,"neutron",329
"bionic_ubuntu",4,"CREATE",12,557433,"neutron",329
"bionic_ubuntu",4,"CREATE",13,300882,NA,329
"bionic_ubuntu",4,"CREATE",14,429758,NA,329
"bionic_ubuntu",4,"CREATE",15,263571,"nova",329
"bionic_ubuntu",4,"CREATE",16,396345,"nova",329
"bionic_ubuntu",4,"CREATE",17,33021,"neutron",329
"bionic_ubuntu",4,"CREATE",18,29469,"designate",329
"bionic_ubuntu",4,"CREATE",19,145711,NA,329
"bionic_ubuntu",4,"CREATE",20,57794,"nova",329
"bionic_ubuntu",4,"CREATE",21,383530,"nova",329
"bionic_ubuntu",4,"CREATE",22,287240,"nova",329
"bionic_ubuntu",4,"CREATE",23,210169,NA,329
"bionic_ubuntu",4,"CREATE",24,29685,NA,329
"bionic_ubuntu",4,"CREATE",25,177525,"nova",329
"bionic_ubuntu",4,"CREATE",26,161577,"nova",329
"bionic_ubuntu",4,"CREATE",27,931886,"nova",329
"bionic_ubuntu",4,"RESUME",154,19113,NA,329
"bionic_ubuntu",4,"RESUME",155,694651,"nova",329
"bionic_ubuntu",4,"RESUME",156,515113,"nova",329
"bionic_ubuntu",4,"RESUME",157,227771,NA,329
"bionic_ubuntu",4,"SHELVE",288,228727,"nova",329
"bionic_ubuntu",4,"SHELVE",289,845010,"nova",329
"bionic_ubuntu",4,"SHELVE",290,397872,"nova",329
"bionic_ubuntu",4,"SHELVE",291,363454,NA,329
"bionic_ubuntu",4,"SHELVE",292,293261,NA,329
"bionic_ubuntu",4,"SHELVE",293,366869,NA,329
"bionic_ubuntu",4,"SHELVE",294,334249,"nova",329
"bionic_ubuntu",4,"SHELVE",295,328670,"nova",329
"bionic_ubuntu",4,"SHELVE",296,333491,NA,329
"bionic_ubuntu",4,"SHELVE",297,369089,"nova",329
"bionic_ubuntu",4,"SHELVE",298,371567,NA,329
"bionic_ubuntu",4,"SHELVE",299,192570,"nova",329
"bionic_ubuntu",4,"SHELVE",300,428886,NA,329
"bionic_ubuntu",4,"SHELVE",301,444433,NA,329
"bionic_ubuntu",4,"SHELVE",302,321992,NA,329
"bionic_ubuntu",4,"SHELVE",303,575527,NA,329
"bionic_ubuntu",4,"SHELVE",304,282216,NA,329
"bionic_ubuntu",4,"SHELVE",305,409186,"nova",329
"bionic_ubuntu",4,"SHELVE",306,253860,"keystone",329
"bionic_ubuntu",4,"SHELVE",307,429401,NA,329
"bionic_ubuntu",4,"SHELVE",308,251126,NA,329
"bionic_ubuntu",4,"SHELVE",309,338841,"neutron",329
"bionic_ubuntu",4,"SHELVE",310,337261,NA,329
"bionic_ubuntu",4,"SHELVE",311,280021,NA,329
"bionic_ubuntu",4,"SHELVE",312,488623,"nova",329
"bionic_ubuntu",4,"SHELVE",313,307071,NA,329
"bionic_ubuntu",4,"SHELVE",314,518280,NA,329
"bionic_ubuntu",4,"SHELVE",315,264555,"nova",329
"bionic_ubuntu",4,"SHELVE",316,399763,"nova",329
"bionic_ubuntu",4,"SHELVE",317,5988413,"nova",329
"bionic_ubuntu",4,"SHELVE",318,185713734,"glance",329
"bionic_ubuntu",4,"SHELVE",319,197834919,"glance",329
"bionic_ubuntu",4,"SHELVE",320,176382076,"glance",329
"bionic_ubuntu",4,"SHELVE",321,193240460,"glance",329
"bionic_ubuntu",4,"SHELVE",322,169388550,"glance",329
"bionic_ubuntu",4,"SHELVE",323,180981999,"glance",329
"bionic_ubuntu",4,"SHELVE",324,6219856,"glance",329
"bionic_ubuntu",4,"SHELVE",325,620433,"neutron",329
"bionic_ubuntu",4,"SHELVE",326,222534,"nova",329
"bionic_ubuntu",4,"SHELVE",327,121981,"nova",329
"bionic_ubuntu",4,"STOP",218,258300,"magnum",329
"bionic_ubuntu",4,"STOP",219,705543,"nova",329
"bionic_ubuntu",4,"STOP",220,585474,"neutron",329
"bionic_ubuntu",4,"STOP",221,406438,NA,329
"bionic_ubuntu",4,"STOP",222,368825,"nova",329
"bionic_ubuntu",4,"STOP",223,445183,NA,329
"bionic_ubuntu",4,"STOP",224,374495,"nova",329
"bionic_ubuntu",4,"STOP",225,408418,"nova",329
"bionic_ubuntu",4,"STOP",226,415353,"nova",329
"bionic_ubuntu",4,"STOP",227,344474,NA,329
"bionic_ubuntu",4,"STOP",228,123611,NA,329
"bionic_ubuntu",4,"SUSPEND",88,5294,NA,329
"bionic_ubuntu",4,"SUSPEND",89,430676,"nova",329
"bionic_ubuntu",4,"SUSPEND",90,50721,"neutron",329
"bionic_ubuntu",4,"SUSPEND",91,191477,"nova",329
"bionic_ubuntu",4,"SUSPEND",92,245236,"nova",329
"bionic_ubuntu",4,"SUSPEND",93,145137,NA,329
"bionic_ubuntu",5,"CREATE",1,661619,"nova",329
"bionic_ubuntu",5,"CREATE",2,804591,"nova",329
"bionic_ubuntu",5,"CREATE",3,687686,NA,329
"bionic_ubuntu",5,"CREATE",4,544045,NA,329
"bionic_ubuntu",5,"CREATE",5,625249,"nova",329
"bionic_ubuntu",5,"CREATE",6,153303026,"neutron",329
"bionic_ubuntu",5,"CREATE",7,194499289,"glance",329
"bionic_ubuntu",5,"CREATE",8,345451,"nova",329
"bionic_ubuntu",5,"CREATE",9,737914,"neutron",329
"bionic_ubuntu",5,"CREATE",10,949948,"nova",329
"bionic_ubuntu",5,"CREATE",11,803792,"neutron",329
"bionic_ubuntu",5,"CREATE",12,250121,NA,329
"bionic_ubuntu",5,"CREATE",13,108699,"neutron",329
"bionic_ubuntu",5,"CREATE",14,78169,NA,329
"bionic_ubuntu",5,"CREATE",15,1008,"nova",329
"bionic_ubuntu",5,"CREATE",16,201256,"neutron",329
"bionic_ubuntu",5,"CREATE",17,24648,NA,329
"bionic_ubuntu",5,"CREATE",18,261635,"nova",329
"bionic_ubuntu",5,"CREATE",19,86934,NA,329
"bionic_ubuntu",5,"CREATE",20,330256,"nova",329
"bionic_ubuntu",5,"CREATE",21,123048,"nova",329
"bionic_ubuntu",5,"CREATE",22,259659,NA,329
"bionic_ubuntu",5,"CREATE",23,47214,"nova",329
"bionic_ubuntu",5,"CREATE",24,560727,"nova",329
"bionic_ubuntu",5,"CREATE",25,517918,"nova",329
"bionic_ubuntu",5,"CREATE",26,100865,"ceilometer",329
"bionic_ubuntu",5,"RESUME",153,238027,NA,329
"bionic_ubuntu",5,"RESUME",154,781919,"nova",329
"bionic_ubuntu",5,"RESUME",155,579770,"neutron",329
"bionic_ubuntu",5,"RESUME",156,646008,"nova",329
"bionic_ubuntu",5,"SHELVE",287,102211,NA,329
"bionic_ubuntu",5,"SHELVE",288,585935,"nova",329
"bionic_ubuntu",5,"SHELVE",289,817372,"nova",329
"bionic_ubuntu",5,"SHELVE",290,411383,"nova",329
"bionic_ubuntu",5,"SHELVE",291,682253,"neutron",329
"bionic_ubuntu",5,"SHELVE",292,177478,NA,329
"bionic_ubuntu",5,"SHELVE",293,459849,"nova",329
"bionic_ubuntu",5,"SHELVE",294,261547,"nova",329
"bionic_ubuntu",5,"SHELVE",295,332402,"nova",329
"bionic_ubuntu",5,"SHELVE",296,329056,"nova",329
"bionic_ubuntu",5,"SHELVE",297,429482,"nova",329
"bionic_ubuntu",5,"SHELVE",298,287176,"nova",329
"bionic_ubuntu",5,"SHELVE",299,511389,NA,329
"bionic_ubuntu",5,"SHELVE",300,353765,NA,329
"bionic_ubuntu",5,"SHELVE",301,270634,"nova",329
"bionic_ubuntu",5,"SHELVE",302,537158,"neutron",329
"bionic_ubuntu",5,"SHELVE",303,240482,"nova",329
"bionic_ubuntu",5,"SHELVE",304,411120,NA,329
"bionic_ubuntu",5,"SHELVE",305,245483,"nova",329
"bionic_ubuntu",5,"SHELVE",306,430300,NA,329
"bionic_ubuntu",5,"SHELVE",307,267648,"nova",329
"bionic_ubuntu",5,"SHELVE",308,373637,"nova",329
"bionic_ubuntu",5,"SHELVE",309,430884,"neutron",329
"bionic_ubuntu",5,"SHELVE",310,311813,NA,329
"bionic_ubuntu",5,"SHELVE",311,483526,"nova",329
"bionic_ubuntu",5,"SHELVE",312,246501,NA,329
"bionic_ubuntu",5,"SHELVE",313,149481,NA,329
"bionic_ubuntu",5,"SHELVE",314,56821,"nova",329
"bionic_ubuntu",5,"SHELVE",315,370830,"nova",329
"bionic_ubuntu",5,"SHELVE",316,174414185,"glance",329
"bionic_ubuntu",5,"SHELVE",317,176765442,"glance",329
"bionic_ubuntu",5,"SHELVE",318,196917798,"glance",329
"bionic_ubuntu",5,"SHELVE",319,190283212,"glance",329
"bionic_ubuntu",5,"SHELVE",320,172148404,"glance",329
"bionic_ubuntu",5,"SHELVE",321,185216324,"glance",329
"bionic_ubuntu",5,"SHELVE",322,20187635,"glance",329
"bionic_ubuntu",5,"SHELVE",323,538419,"nova",329
"bionic_ubuntu",5,"SHELVE",324,261769,NA,329
"bionic_ubuntu",5,"STOP",217,483912,"nova",329
"bionic_ubuntu",5,"STOP",218,720071,"nova",329
"bionic_ubuntu",5,"STOP",219,331693,NA,329
"bionic_ubuntu",5,"STOP",220,400410,NA,329
"bionic_ubuntu",5,"STOP",221,232173,"nova",329
"bionic_ubuntu",5,"STOP",222,589285,"nova",329
"bionic_ubuntu",5,"STOP",223,204621,NA,329
"bionic_ubuntu",5,"STOP",224,396706,NA,329
"bionic_ubuntu",5,"STOP",225,339544,"nova",329
"bionic_ubuntu",5,"STOP",226,318469,NA,329
"bionic_ubuntu",5,"STOP",227,250769,NA,329
"bionic_ubuntu",5,"SUSPEND",87,13314,"nova",329
"bionic_ubuntu",5,"SUSPEND",88,536305,"nova",329
"bionic_ubuntu",5,"SUSPEND",89,84564,NA,329
"bionic_ubuntu",5,"SUSPEND",90,181780,NA,329
"bionic_ubuntu",5,"SUSPEND",91,167761,"nova",329
"bionic_ubuntu",5,"SUSPEND",92,335941,NA,329
"bionic_ubuntu",6,"CREATE",1,111586,NA,329
"bionic_ubuntu",6,"CREATE",2,467501,"nova",329
"bionic_ubuntu",6,"CREATE",3,1008278,"nova",329
"bionic_ubuntu",6,"CREATE",4,510598,NA,329
"bionic_ubuntu",6,"CREATE",5,472791,NA,329
"bionic_ubuntu",6,"CREATE",6,653254,"nova",329
"bionic_ubuntu",6,"CREATE",7,65556286,"nova",329
"bionic_ubuntu",6,"CREATE",8,282169238,"glance",329
"bionic_ubuntu",6,"CREATE",9,327006,NA,329
"bionic_ubuntu",6,"CREATE",10,366893,"nova",329
"bionic_ubuntu",6,"CREATE",11,770395,"nova",329
"bionic_ubuntu",6,"CREATE",12,960630,"nova",329
"bionic_ubuntu",6,"CREATE",13,707374,"neutron",329
"bionic_ubuntu",6,"CREATE",14,451772,NA,329
"bionic_ubuntu",6,"CREATE",15,306440,NA,329
"bionic_ubuntu",6,"CREATE",16,403887,NA,329
"bionic_ubuntu",6,"CREATE",17,330983,"nova",329
"bionic_ubuntu",6,"CREATE",18,437134,NA,329
"bionic_ubuntu",6,"CREATE",19,261122,NA,329
"bionic_ubuntu",6,"CREATE",20,275427,"nova",329
"bionic_ubuntu",6,"CREATE",21,526091,"nova",329
"bionic_ubuntu",6,"CREATE",22,248485,NA,329
"bionic_ubuntu",6,"CREATE",23,505775,"nova",329
"bionic_ubuntu",6,"CREATE",24,1078228,"nova",329
"bionic_ubuntu",6,"CREATE",25,409910,NA,329
"bionic_ubuntu",6,"RESUME",152,31751,"nova",329
"bionic_ubuntu",6,"RESUME",153,649680,"nova",329
"bionic_ubuntu",6,"RESUME",154,338713,"neutron",329
"bionic_ubuntu",6,"RESUME",155,83361,NA,329
"bionic_ubuntu",6,"SHELVE",286,29355,"nova",329
"bionic_ubuntu",6,"SHELVE",287,656722,"nova",329
"bionic_ubuntu",6,"SHELVE",288,225517,"nova",329
"bionic_ubuntu",6,"SHELVE",289,134958,NA,329
"bionic_ubuntu",6,"SHELVE",290,329942,"nova",329
"bionic_ubuntu",6,"SHELVE",291,287913,NA,329
"bionic_ubuntu",6,"SHELVE",292,403783,NA,329
"bionic_ubuntu",6,"SHELVE",293,254854,NA,329
"bionic_ubuntu",6,"SHELVE",294,410227,"nova",329
"bionic_ubuntu",6,"SHELVE",295,279503,NA,329
"bionic_ubuntu",6,"SHELVE",296,447429,"nova",329
"bionic_ubuntu",6,"SHELVE",297,331690,NA,329
"bionic_ubuntu",6,"SHELVE",298,424222,NA,329
"bionic_ubuntu",6,"SHELVE",299,294621,"nova",329
"bionic_ubuntu",6,"SHELVE",300,510257,"nova",329
"bionic_ubuntu",6,"SHELVE",301,304486,NA,329
"bionic_ubuntu",6,"SHELVE",302,267217,NA,329
"bionic_ubuntu",6,"SHELVE",303,535490,NA,329
"bionic_ubuntu",6,"SHELVE",304,264916,NA,329
"bionic_ubuntu",6,"SHELVE",305,374508,NA,329
"bionic_ubuntu",6,"SHELVE",306,261890,NA,329
"bionic_ubuntu",6,"SHELVE",307,557288,NA,329
"bionic_ubuntu",6,"SHELVE",308,212685,NA,329
"bionic_ubuntu",6,"SHELVE",309,495822,"nova",329
"bionic_ubuntu",6,"SHELVE",310,442225,"nova",329
"bionic_ubuntu",6,"SHELVE",311,321999,"nova",329
"bionic_ubuntu",6,"SHELVE",312,110597157,"nova",329
"bionic_ubuntu",6,"SHELVE",313,170006336,"glance",329
"bionic_ubuntu",6,"SHELVE",314,187686659,"glance",329
"bionic_ubuntu",6,"SHELVE",315,190198351,"glance",329
"bionic_ubuntu",6,"SHELVE",316,191586619,"glance",329
"bionic_ubuntu",6,"SHELVE",317,177038955,"glance",329
"bionic_ubuntu",6,"SHELVE",318,90200717,"glance",329
"bionic_ubuntu",6,"SHELVE",319,687526,"neutron",329
"bionic_ubuntu",6,"SHELVE",320,756282,NA,329
"bionic_ubuntu",6,"STOP",216,65849,"nova",329
"bionic_ubuntu",6,"STOP",217,479995,"nova",329
"bionic_ubuntu",6,"STOP",218,85839,NA,329
"bionic_ubuntu",6,"STOP",219,161043,"nova",329
"bionic_ubuntu",6,"STOP",220,105416,"nova",329
"bionic_ubuntu",6,"STOP",221,218051,"nova",329
"bionic_ubuntu",6,"STOP",222,15962,NA,329
"bionic_ubuntu",6,"STOP",223,166680,"nova",329
"bionic_ubuntu",6,"STOP",224,160424,"nova",329
"bionic_ubuntu",6,"STOP",225,100335,NA,329
"bionic_ubuntu",6,"STOP",226,48434,NA,329
"bionic_ubuntu",6,"SUSPEND",86,104546,"nova",329
"bionic_ubuntu",6,"SUSPEND",87,760701,"nova",329
"bionic_ubuntu",6,"SUSPEND",88,336124,NA,329
"bionic_ubuntu",6,"SUSPEND",89,463724,NA,329
"bionic_ubuntu",6,"SUSPEND",90,404447,"nova",329
"bionic_ubuntu",6,"SUSPEND",91,147338,NA,329
"bionic_ubuntu",7,"CREATE",1,209593,"nova",329
"bionic_ubuntu",7,"CREATE",2,417971,"nova",329
"bionic_ubuntu",7,"CREATE",3,855684,NA,329
"bionic_ubuntu",7,"CREATE",4,525457,"nova",329
"bionic_ubuntu",7,"CREATE",5,674327,"nova",329
"bionic_ubuntu",7,"CREATE",6,46121907,"nova",329
"bionic_ubuntu",7,"CREATE",7,301747448,"glance",329
"bionic_ubuntu",7,"CREATE",8,381268,"nova",329
"bionic_ubuntu",7,"CREATE",9,494063,"neutron",329
"bionic_ubuntu",7,"CREATE",10,956513,"nova",329
"bionic_ubuntu",7,"CREATE",11,955083,"nova",329
"bionic_ubuntu",7,"CREATE",12,534661,"nova",329
"bionic_ubuntu",7,"CREATE",13,198506,NA,329
"bionic_ubuntu",7,"CREATE",14,432547,NA,329
"bionic_ubuntu",7,"CREATE",15,205269,NA,329
"bionic_ubuntu",7,"CREATE",16,427025,NA,329
"bionic_ubuntu",7,"CREATE",17,253981,NA,329
"bionic_ubuntu",7,"CREATE",18,402862,"designate",329
"bionic_ubuntu",7,"CREATE",19,385932,NA,329
"bionic_ubuntu",7,"CREATE",20,267550,"nova",329
"bionic_ubuntu",7,"CREATE",21,655508,"nova",329
"bionic_ubuntu",7,"CREATE",22,273083,"nova",329
"bionic_ubuntu",7,"CREATE",23,489956,"nova",329
"bionic_ubuntu",7,"CREATE",24,536250,"nova",329
"bionic_ubuntu",7,"CREATE",25,889623,"nova",329
"bionic_ubuntu",7,"RESUME",152,314269,"nova",329
"bionic_ubuntu",7,"RESUME",153,882297,"nova",329
"bionic_ubuntu",7,"RESUME",154,566190,"nova",329
"bionic_ubuntu",7,"RESUME",155,436925,"neutron",329
"bionic_ubuntu",7,"SHELVE",286,35628,"nova",329
"bionic_ubuntu",7,"SHELVE",287,640327,"nova",329
"bionic_ubuntu",7,"SHELVE",288,343283,"nova",329
"bionic_ubuntu",7,"SHELVE",289,440632,"neutron",329
"bionic_ubuntu",7,"SHELVE",290,88234,"nova",329
"bionic_ubuntu",7,"SHELVE",291,174161,NA,329
"bionic_ubuntu",7,"SHELVE",292,28795,"nova",329
"bionic_ubuntu",7,"SHELVE",293,128513,"nova",329
"bionic_ubuntu",7,"SHELVE",294,153746,"nova",329
"bionic_ubuntu",7,"SHELVE",295,25006,NA,329
"bionic_ubuntu",7,"SHELVE",296,183164,"nova",329
"bionic_ubuntu",7,"SHELVE",297,36622,"nova",329
"bionic_ubuntu",7,"SHELVE",298,191549,"neutron",329
"bionic_ubuntu",7,"SHELVE",299,98822,NA,329
"bionic_ubuntu",7,"SHELVE",300,343459,"nova",329
"bionic_ubuntu",7,"SHELVE",301,88248,NA,329
"bionic_ubuntu",7,"SHELVE",302,406591,"nova",329
"bionic_ubuntu",7,"SHELVE",303,409264,NA,329
"bionic_ubuntu",7,"SHELVE",304,241396,"magnum",329
"bionic_ubuntu",7,"SHELVE",305,412597,NA,329
"bionic_ubuntu",7,"SHELVE",306,270126,NA,329
"bionic_ubuntu",7,"SHELVE",307,425133,NA,329
"bionic_ubuntu",7,"SHELVE",308,269975,"nova",329
"bionic_ubuntu",7,"SHELVE",309,469706,NA,329
"bionic_ubuntu",7,"SHELVE",310,260539,NA,329
"bionic_ubuntu",7,"SHELVE",311,425559,"nova",329
"bionic_ubuntu",7,"SHELVE",312,55545270,"nova",329
"bionic_ubuntu",7,"SHELVE",313,175143501,"glance",329
"bionic_ubuntu",7,"SHELVE",314,185542922,"glance",329
"bionic_ubuntu",7,"SHELVE",315,192187593,"glance",329
"bionic_ubuntu",7,"SHELVE",316,194618701,"glance",329
"bionic_ubuntu",7,"SHELVE",317,194963759,"glance",329
"bionic_ubuntu",7,"SHELVE",318,118509128,"glance",329
"bionic_ubuntu",7,"SHELVE",319,1113725,"nova",329
"bionic_ubuntu",7,"SHELVE",320,518276,NA,329
"bionic_ubuntu",7,"STOP",215,16466,"nova",329
"bionic_ubuntu",7,"STOP",216,544438,"nova",329
"bionic_ubuntu",7,"STOP",217,545387,"nova",329
"bionic_ubuntu",7,"STOP",218,290973,"nova",329
"bionic_ubuntu",7,"STOP",219,482649,NA,329
"bionic_ubuntu",7,"STOP",220,344089,NA,329
"bionic_ubuntu",7,"STOP",221,402018,"neutron",329
"bionic_ubuntu",7,"STOP",222,259012,"nova",329
"bionic_ubuntu",7,"STOP",223,161756,"neutron",329
"bionic_ubuntu",7,"STOP",224,143314,"nova",329
"bionic_ubuntu",7,"STOP",225,115587,"nova",329
"bionic_ubuntu",7,"SUSPEND",86,218714,NA,329
"bionic_ubuntu",7,"SUSPEND",87,737606,"nova",329
"bionic_ubuntu",7,"SUSPEND",88,251491,NA,329
"bionic_ubuntu",7,"SUSPEND",89,473205,NA,329
"bionic_ubuntu",7,"SUSPEND",90,457872,"nova",329
"bionic_ubuntu",7,"SUSPEND",91,333441,"neutron",329
"bionic_ubuntu",8,"CREATE",1,13053,NA,329
"bionic_ubuntu",8,"CREATE",2,486615,NA,329
"bionic_ubuntu",8,"CREATE",3,924583,"nova",329
"bionic_ubuntu",8,"CREATE",4,355822,"nova",329
"bionic_ubuntu",8,"CREATE",5,399666,"nova",329
"bionic_ubuntu",8,"CREATE",6,565850,"nova",329
"bionic_ubuntu",8,"CREATE",7,270271961,"glance",329
"bionic_ubuntu",8,"CREATE",8,76850817,"glance",329
"bionic_ubuntu",8,"CREATE",9,59099,NA,329
"bionic_ubuntu",8,"CREATE",10,720905,"neutron",329
"bionic_ubuntu",8,"CREATE",11,754092,"nova",329
"bionic_ubuntu",8,"CREATE",12,316628,"neutron",329
"bionic_ubuntu",8,"CREATE",13,10297,"nova",329
"bionic_ubuntu",8,"CREATE",14,210858,"nova",329
"bionic_ubuntu",8,"CREATE",15,1631,"neutron",329
"bionic_ubuntu",8,"CREATE",16,77236,"neutron",329
"bionic_ubuntu",8,"CREATE",17,132047,"nova",329
"bionic_ubuntu",8,"CREATE",18,53878,NA,329
"bionic_ubuntu",8,"CREATE",19,196244,"nova",329
"bionic_ubuntu",8,"CREATE",20,98805,NA,329
"bionic_ubuntu",8,"CREATE",21,355931,"nova",329
"bionic_ubuntu",8,"CREATE",22,37763,NA,329
"bionic_ubuntu",8,"CREATE",23,401197,"nova",329
"bionic_ubuntu",8,"CREATE",24,266275,"nova",329
"bionic_ubuntu",8,"CREATE",25,547542,"nova",329
"bionic_ubuntu",8,"CREATE",26,1095021,"nova",329
"bionic_ubuntu",8,"CREATE",27,369415,NA,329
"bionic_ubuntu",8,"RESUME",154,218635,"neutron",329
"bionic_ubuntu",8,"RESUME",155,927594,"nova",329
"bionic_ubuntu",8,"RESUME",156,425215,"neutron",329
"bionic_ubuntu",8,"RESUME",157,391340,NA,329
"bionic_ubuntu",8,"SHELVE",286,448,"nova",329
"bionic_ubuntu",8,"SHELVE",287,872189,"nova",329
"bionic_ubuntu",8,"SHELVE",288,485668,"nova",329
"bionic_ubuntu",8,"SHELVE",289,329255,NA,329
"bionic_ubuntu",8,"SHELVE",290,382948,NA,329
"bionic_ubuntu",8,"SHELVE",291,294718,NA,329
"bionic_ubuntu",8,"SHELVE",292,427856,NA,329
"bionic_ubuntu",8,"SHELVE",293,251466,"nova",329
