"image","exec_id","operation","timestamp","packet_size_bytes","service_owner","img_size_mb"
"fedora31",2,"RESUME",156,575771,"neutron",319
"fedora31",2,"RESUME",157,313455,NA,319
"fedora31",2,"SHELVE",284,63487,"neutron",319
"fedora31",2,"SHELVE",285,679194,"nova",319
"fedora31",2,"SHELVE",286,15909,"nova",319
"fedora31",2,"SHELVE",287,180263,NA,319
"fedora31",2,"SHELVE",288,24641,NA,319
"fedora31",2,"SHELVE",289,158958,"neutron",319
"fedora31",2,"SHELVE",290,9144,"neutron",319
"fedora31",2,"SHELVE",291,180422,"nova",319
"fedora31",2,"SHELVE",292,114145,NA,319
"fedora31",2,"SHELVE",293,230655,"nova",319
"fedora31",2,"SHELVE",294,77106,NA,319
"fedora31",2,"SHELVE",295,21412,"nova",319
"fedora31",2,"SHELVE",296,230725,"nova",319
"fedora31",2,"SHELVE",297,123531,"nova",319
"fedora31",2,"SHELVE",298,173356,NA,319
"fedora31",2,"SHELVE",299,21401,NA,319
"fedora31",2,"SHELVE",300,272247,"manila",319
"fedora31",2,"SHELVE",301,354015,"nova",319
"fedora31",2,"SHELVE",302,475110,NA,319
"fedora31",2,"SHELVE",303,388217,"nova",319
"fedora31",2,"SHELVE",304,16066876,"nova",319
"fedora31",2,"SHELVE",305,192910715,"glance",319
"fedora31",2,"SHELVE",306,197146558,"glance",319
"fedora31",2,"SHELVE",307,182251754,"glance",319
"fedora31",2,"SHELVE",308,193766460,"glance",319
"fedora31",2,"SHELVE",309,187141476,"glance",319
"fedora31",2,"SHELVE",310,14673963,"glance",319
"fedora31",2,"SHELVE",311,769218,"neutron",319
"fedora31",2,"SHELVE",312,550613,"nova",319
"fedora31",2,"SHELVE",313,658650,"nova",319
"fedora31",2,"STOP",218,262827,NA,319
"fedora31",2,"STOP",219,640370,"nova",319
"fedora31",2,"STOP",220,268405,NA,319
"fedora31",2,"STOP",221,530173,"nova",319
"fedora31",2,"STOP",222,107936,NA,319
"fedora31",2,"STOP",223,252620,"nova",319
"fedora31",2,"SUSPEND",87,17833,NA,319
"fedora31",2,"SUSPEND",88,240769,NA,319
"fedora31",2,"SUSPEND",89,588341,"nova",319
"fedora31",2,"SUSPEND",90,290618,NA,319
"fedora31",2,"SUSPEND",91,359810,NA,319
"fedora31",2,"SUSPEND",92,476222,"nova",319
"fedora31",2,"SUSPEND",93,513754,"nova",319
"fedora31",3,"CREATE",1,411400,NA,319
"fedora31",3,"CREATE",2,829374,"nova",319
"fedora31",3,"CREATE",3,597145,NA,319
"fedora31",3,"CREATE",4,829235,"nova",319
"fedora31",3,"CREATE",5,68006123,"nova",319
"fedora31",3,"CREATE",6,289412525,"glance",319
"fedora31",3,"CREATE",7,273666,"nova",319
"fedora31",3,"CREATE",8,546818,"neutron",319
"fedora31",3,"CREATE",9,1102590,"nova",319
"fedora31",3,"CREATE",10,800054,"nova",319
"fedora31",3,"CREATE",11,476890,NA,319
"fedora31",3,"CREATE",12,291953,NA,319
"fedora31",3,"CREATE",13,319148,NA,319
"fedora31",3,"CREATE",14,227329,NA,319
"fedora31",3,"CREATE",15,347793,NA,319
"fedora31",3,"CREATE",16,302370,NA,319
"fedora31",3,"CREATE",17,338352,NA,319
"fedora31",3,"CREATE",18,318706,"trove",319
"fedora31",3,"CREATE",19,727986,"nova",319
"fedora31",3,"CREATE",20,321127,NA,319
"fedora31",3,"CREATE",21,172641,NA,319
"fedora31",3,"CREATE",22,473612,"nova",319
"fedora31",3,"CREATE",23,428458,"nova",319
"fedora31",3,"CREATE",24,1220614,"nova",319
"fedora31",3,"CREATE",25,382758,"nova",319
"fedora31",3,"CREATE",26,351129,"nova",319
"fedora31",3,"RESUME",153,31720,NA,319
"fedora31",3,"RESUME",154,652035,"nova",319
"fedora31",3,"RESUME",155,334772,"neutron",319
"fedora31",3,"RESUME",156,85996,NA,319
"fedora31",3,"SHELVE",283,57423,"neutron",319
"fedora31",3,"SHELVE",284,777199,"nova",319
"fedora31",3,"SHELVE",285,16619,NA,319
"fedora31",3,"SHELVE",286,158252,"nova",319
"fedora31",3,"SHELVE",287,272095,"designate",319
"fedora31",3,"SHELVE",288,436687,NA,319
"fedora31",3,"SHELVE",289,416956,"nova",319
"fedora31",3,"SHELVE",290,254674,"nova",319
"fedora31",3,"SHELVE",291,393025,"nova",319
"fedora31",3,"SHELVE",292,257677,"nova",319
"fedora31",3,"SHELVE",293,400220,"nova",319
"fedora31",3,"SHELVE",294,262585,"neutron",319
"fedora31",3,"SHELVE",295,419217,NA,319
"fedora31",3,"SHELVE",296,381206,"nova",319
"fedora31",3,"SHELVE",297,480552,"nova",319
"fedora31",3,"SHELVE",298,440756,"nova",319
"fedora31",3,"SHELVE",299,740684,"nova",319
"fedora31",3,"SHELVE",300,209290,"nova",319
"fedora31",3,"SHELVE",301,305767,NA,319
"fedora31",3,"SHELVE",302,346234,"nova",319
"fedora31",3,"SHELVE",303,285544,NA,319
"fedora31",3,"SHELVE",304,109934362,"glance",319
"fedora31",3,"SHELVE",305,192419563,"glance",319
"fedora31",3,"SHELVE",306,193323802,"glance",319
